target,mission,label,published_period,published_depth_ppm,published_duration_hr,mag
TIC 224225541,tess,transit,4.9377227,844.8199092,2.1294254,9.3258
TIC 274170255,tess,false_positive,1.41072,500.0,2.623,9.32845
TIC 16102323,tess,false_positive,3.2077145,9640.0,2.708,9.329701
TIC 143526444,tess,false_positive,15.3050693,770.0,3.872,9.3309
TIC 399870368,tess,transit,2.7443216,10071.0,3.42,9.3371
TIC 202428245,tess,false_positive,32.1400505,883.0,2.809,9.3373
TIC 262781201,tess,false_positive,1.3154261,285.0,2.121,9.34567
TIC 85293053,tess,transit,8.0542207,706.8165307,3.0287161,9.3523
TIC 102840239,tess,transit,11.1972769,1301.0,3.061,9.36
TIC 62483237,tess,transit,11.0708575,1149.7328034,2.1937617,9.3636
KIC 8866102,kepler,transit,17.83367834,326.9,4.5112,9.364
TIC 260708537,tess,transit,1.7446984,160.4642656,1.0880845,9.36854
TIC 422618449,tess,transit,9.100412,1085.0,2.181,9.3742
TIC 31553893,tess,false_positive,11.1296441,951.6169809,7.0473822,9.3781
TIC 412014494,tess,false_positive,11.4756978,8341.0,0.808,9.3871
TIC 27039476,tess,transit,2.2251639,284.0,1.545,9.3928
TIC 339672028,tess,transit,10.3311621,4577.0,5.626,9.3935
TIC 388076005,tess,false_positive,1.7126115,340.0,3.128,9.39435
TIC 192790476,tess,transit,19.1047019,1906.0596245,3.2516728,9.3951
TIC 367102581,tess,false_positive,2.9798592,580.0,2.737,9.39575
KIC 6946985,kepler,variable,440.584562,65.9,10.534,9.397
TIC 287474726,tess,false_positive,3.7442007,803.2627817,3.5004762,9.3994
TIC 134200185,tess,transit,0.5481573,226.8573536,0.9424668,9.4022
TIC 137151335,tess,transit,4.7267257,283.0,3.014,9.4087
TIC 97735297,tess,false_positive,1.8354365,310.0,1.633,9.4098
TIC 307210830,tess,transit,7.4507305,1542.0,0.475,9.41242
TIC 343708863,tess,false_positive,5.9685742,340.0,2.059,9.4128
TIC 426077080,tess,false_positive,9.30992,2220.0,3.464,9.4142
TIC 297153209,tess,false_positive,10.7004569,2409.0,1.281,9.41809
TIC 272828463,tess,false_positive,1.577609,1055.0,1.646,9.42218
TIC 67666096,tess,transit,2.7033942,10340.0,2.927,9.43351
KIC 9955598,kepler,transit,68.958447,123.3,3.128,9.439
TIC 8400842,tess,transit,3.1915257,8587.0,2.756,9.441
TIC 431156009,tess,false_positive,2.958148,980.0,3.769,9.44275
TIC 164767175,tess,transit,19.6050966,590.7656874,4.1605138,9.45661
TIC 313675203,tess,false_positive,2.5025812,807.0,2.771,9.462
TIC 73228647,tess,transit,2.5404679,572.0,2.154,9.4628
TIC 280830734,tess,false_positive,1.1619448,242.6397342,0.6293027,9.4668
TIC 441739020,tess,transit,40.7501028,6026.0,4.873,9.4682
TIC 73104318,tess,false_positive,7.45494,2280.0,3.465,9.46925
TIC 271168962,tess,transit,5.3220505,6562.7794806,3.8815964,9.47199
TIC 123482865,tess,transit,6.5562078,2970.0,2.314,9.4727
TIC 299799658,tess,transit,4.1150527,538.9646334,1.0584261,9.478
TIC 176220787,tess,transit,5.2153618,5205.8347338,5.5895721,9.4834
TIC 302659412,tess,false_positive,14.5187891,429.0,2.897,9.4845
TIC 285674856,tess,false_positive,1.74626,1110.0,3.88,9.4883
TIC 262530407,tess,transit,2.8531016,1547.1068927,1.263753,9.49275
TIC 146434840,tess,false_positive,17.95473,5962.04,3.139,9.49344
TIC 144065872,tess,transit,2.1846669,11535.5475157,2.6989102,9.4995
TIC 65412605,tess,transit,4.4010465,6903.0,4.757,9.50712
TIC 417676622,tess,transit,5.3987355,352.0,3.127,9.50898
TIC 133505138,tess,false_positive,2.4360845,350.0,2.495,9.5115
TIC 369864738,tess,false_positive,2.7817956,637.6922029,2.2489868,9.5162
TIC 86280613,tess,false_positive,9.573548,2788.0,2.036,9.5173
TIC 242536549,tess,false_positive,0.6923563,810.0,0.803,9.5187
TIC 258804746,tess,transit,0.224195,540.0,0.292,9.5209
TIC 357457104,tess,false_positive,1.748054,670.0,2.122,9.521
TIC 150271680,tess,false_positive,2.593694,526.784827,3.054429,9.5215
TIC 37084932,tess,false_positive,6.58454,5500.94,3.395,9.5254
TIC 438295981,tess,false_positive,3.96643,828.371,2.025,9.52621
TIC 268334473,tess,transit,16.7368995,989.0,4.561,9.52636
TIC 377064495,tess,transit,25.7122157,1151.454738,5.9710228,9.5273
TIC 178819686,tess,transit,5.6057748,701.1882316,3.0213897,9.5275
TIC 407394748,tess,false_positive,0.7522775,1301.0,1.073,9.5287
TIC 180987952,tess,false_positive,1.38917,787.5039579,1.5031546,9.5287
TIC 428679607,tess,transit,2.6800536,456.0,1.758,9.52906
KIC 11913071,kepler,eclipse,3.747835042,188923.0,5.28519,9.532
TIC 48476907,tess,false_positive,4.7192734,1557.0,1.301,9.5359
TIC 233390838,tess,false_positive,6.4474918,9270.0,2.643,9.53591
TIC 304042899,tess,false_positive,12.4458741,7049.3777392,11.5424587,9.5369
TIC 452808876,tess,transit,2.70582,7500.0,4.968,9.538961
TIC 241174783,tess,false_positive,4.0802864,516.622925,1.4789165,9.54224
TIC 403256331,tess,false_positive,3.77188,450.0,2.923,9.5425
TIC 101721385,tess,transit,4.627664,6190.0,2.306,9.54417
TIC 406855039,tess,false_positive,2.7180835,329.1728205,6.1842922,9.54581
TIC 38603673,tess,false_positive,4.4291257,561.4845395,0.910131,9.5473
TIC 362709886,tess,false_positive,4.7259317,6309.6615331,2.7740362,9.550201
TIC 42123111,tess,false_positive,4.03349,1530.0,2.684,9.5526
KIC 10031808,kepler,eclipse,8.589644815,269518.0,9.49469,9.557
TIC 313506357,tess,false_positive,1.532703,1250.0,2.698,9.5621
TIC 27064468,tess,transit,5.4589863,1230.0,3.39,9.56225
TIC 27677846,tess,false_positive,5.6309047,1683.0,3.877,9.5668
TIC 288631580,tess,transit,5.8775548,412.2881337,2.9027641,9.56906
TIC 464296022,tess,false_positive,12.1246519,7279.0,4.612,9.5706
TIC 90448944,tess,false_positive,1.4415577,507.0,2.349,9.5719
TIC 89510024,tess,false_positive,2.3664127,300.0,2.591,9.577
KIC 2696703,kepler,eclipse,6.09406648,3027.0,2.085,9.58
TIC 8260536,tess,transit,10.590923,10290.0,4.105,9.58055
TIC 376353509,tess,transit,7.3315684,893.0,1.287,9.5831
TIC 383723559,tess,false_positive,2.6667526,190.0,2.594,9.58671
TIC 383531859,tess,false_positive,17.0614756,2730.0,3.384,9.5918
TIC 48188920,tess,false_positive,0.73774,524.852,0.636,9.5937
TIC 379931600,tess,false_positive,2.9258727,6720.0,4.075,9.5967
TIC 455962313,tess,false_positive,2.25505,658.0,3.034,9.599
TIC 366563452,tess,false_positive,1.5873866,110.0,1.51,9.5998
TIC 332154944,tess,false_positive,0.99837,2730.0,1.632,9.60027
TIC 165297570,tess,transit,2.9895092,12117.7788754,3.3503883,9.6022
TIC 50365310,tess,false_positive,2.1713484,656.8860989,2.0172196,9.604
TIC 147576037,tess,false_positive,13.0727479,4080.0,3.044,9.6043
TIC 42883782,tess,transit,6.3346129,330.0,3.341,9.6069
TIC 159781361,tess,transit,15.3468182,665.0,6.425,9.6087
TIC 174328045,tess,transit,5.0569708,795.0,3.401,9.60892
TIC 176778112,tess,false_positive,1.33679,700.0,1.488,9.6114
TIC 379929661,tess,transit,4.786958,8390.0,4.936,9.6129
KIC 5980354,kepler,variable,1.573020098,292.2,15.574,9.616
TIC 341186896,tess,false_positive,1.5078959,1839.0,2.759,9.6171
TIC 407126408,tess,transit,11.0993646,1122.5495138,3.2107652,9.6181
TIC 249812036,tess,false_positive,5.7785318,4990.0,2.348,9.624
TIC 276360911,tess,false_positive,0.44482,1610.0,1.058,9.62426
TIC 287156968,tess,transit,25.0573466,567.4245524,6.3733023,9.6245
TIC 1129033,tess,transit,1.3600283,19427.6944703,2.1652751,9.62713
TIC 101037590,tess,transit,8.7094632,4510.0,3.027,9.62924
TIC 169226822,tess,transit,4.1780637,11478.1087015,4.3176109,9.62959
TIC 54044474,tess,false_positive,3.7039994,7590.0,4.277,9.6306
TIC 298297931,tess,transit,4.4331838,9166.0,3.856,9.63105
TIC 198588220,tess,transit,4.8099755,6965.0,6.696,9.63331
TIC 166739520,tess,transit,10.0205932,8247.6689406,5.7033765,9.6411
TIC 69672493,tess,false_positive,1.4920726,907.0,1.594,9.642901
TIC 92352620,tess,transit,3.9502008,13914.0,4.444,9.6433
TIC 219401954,tess,false_positive,0.861484,286.708078,1.293669,9.647
TIC 82010657,tess,false_positive,,3010.0,8.06,9.64805
TIC 50618703,tess,transit,1.5483542,926.4111032,1.2030925,9.6504
TIC 425206121,tess,transit,4.6117328,11890.0,4.065,9.654
TIC 92359850,tess,false_positive,4.155,4900.0,2.807,9.65521
TIC 35883621,tess,false_positive,3.0519843,892.0,2.868,9.65609
TIC 281408474,tess,transit,3.4076,7500.0,3.69,9.65646
TIC 187029841,tess,false_positive,0.361112,710.0,0.756,9.66027
TIC 219164808,tess,false_positive,1.6773063,3910.0,2.352,9.6646
TIC 404421005,tess,transit,6.32668,520.8002154,2.0310601,9.66562
KIC 6182093,kepler,eclipse,50.900813,,3.3,9.666
TIC 350743714,tess,false_positive,7.757643,7336.6908822,2.8561356,9.6686
TIC 290348382,tess,false_positive,6.4410082,7076.0,1.798,9.66865
TIC 243244680,tess,transit,19.4921473,1700.0,3.568,9.66896
TIC 348684813,tess,false_positive,7.7517472,861.0,3.761,9.6732
TIC 170634116,tess,transit,3.6623918,12253.6582523,3.7669692,9.6757
TIC 382626661,tess,transit,17.6174716,659.8868455,3.635468,9.6768
TIC 316402246,tess,false_positive,1.4014167,2730.0,3.661,9.6788
TIC 446549905,tess,false_positive,2.4545635,4248.0,2.321,9.6789
TIC 422838133,tess,false_positive,5.3089937,531.0,5.876,9.68129
TIC 93125144,tess,false_positive,9.91102,6044.13412,2.981681,9.6833
KIC 9405541,kepler,eclipse,5.55260695,727.6,4.1178,9.687
TIC 317507345,tess,false_positive,3.9401791,13317.0,1.991,9.68708
TIC 150098860,tess,transit,10.6953065,927.7984537,1.992523,9.6878
TIC 269238073,tess,false_positive,6.1461734,1034.0,5.386,9.68805
TIC 105801221,tess,false_positive,3.0750728,510.0,2.219,9.6913
TIC 313761775,tess,false_positive,1.5309799,654.0,1.37,9.693811
KIC 11560431,kepler,blend,0.527673075,26.1,1.3693,9.694
TIC 54390047,tess,false_positive,0.941436,339.9126618,1.3606996,9.6952
TIC 238374636,tess,false_positive,1.3214483,2180.0,3.435,9.697
TIC 394029948,tess,false_positive,32.76639,500.0,6.089,9.69902
TIC 286916251,tess,transit,8.7655468,572.6986983,4.0264463,9.69924
TIC 11111899,tess,false_positive,0.6193401,1853.0,1.514,9.6996
TIC 117256577,tess,false_positive,1.6865822,1770.0,2.429,9.7032
TIC 146467675,tess,false_positive,1.6375303,770.0,1.606,9.70467
KIC 8478994,kepler,transit,39.79220077,610.4,4.466,9.705
TIC 339538183,tess,false_positive,2.6093167,1984.0,1.175,9.7053
TIC 149603524,tess,transit,4.4119372,14711.8810303,3.6321285,9.7109
TIC 161450762,tess,false_positive,1.32003,552.468,3.175,9.711
TIC 15692883,tess,transit,5.147905,3710.0,5.405,9.7116
KIC 10614012,kepler,eclipse,132.1331011,7956.2,26.715,9.715
TIC 360286627,tess,false_positive,0.758082,583.93181,1.8184632,9.718
TIC 409183335,tess,false_positive,3.32125,5760.0,4.304,9.7229
KIC 4565943,kepler,variable,353.36705,34.1,3.279,9.725
KIC 3441784,kepler,eclipse,52.56901867,26900.0,6.7507,9.729
TIC 425721385,tess,false_positive,13.5499,1180.0,1.795,9.7298
TIC 304021498,tess,false_positive,5.652623,1250.0,3.434,9.7318
TIC 253990973,tess,false_positive,0.540933,257.347459,1.674337,9.7345
TIC 306996324,tess,transit,8.2466133,1071.2067848,2.4120909,9.73597
TIC 92013169,tess,false_positive,2.3552639,912.0,1.033,9.73965
TIC 141405814,tess,false_positive,1.1355457,393.5764226,2.63,9.7402
TIC 262746281,tess,transit,16.1798603,2249.0,6.495,9.74179
TIC 9033144,tess,false_positive,4.7150255,4566.0,3.302,9.74346
TIC 319068154,tess,false_positive,3.7983639,3194.0,1.594,9.7436
TIC 284050395,tess,false_positive,1.35932,2840.0,2.831,9.74734
TIC 201154493,tess,false_positive,1.51233,640.0,2.59,9.7479
TIC 266593143,tess,transit,10.338505,18162.0,4.242,9.7525
TIC 437242640,tess,transit,4.3176859,11283.0,1.822,9.7566
TIC 232568235,tess,transit,0.3524597,305.0,0.578,9.75874
TIC 346338552,tess,transit,4.4652986,14440.0,2.502,9.76031
TIC 138361973,tess,false_positive,1.8824539,1391.0,2.46,9.7604
TIC 219344917,tess,transit,14.362738,541.9770506,3.2043798,9.7607
TIC 354594208,tess,false_positive,0.86673,662.925,1.089,9.76119
TIC 186000935,tess,false_positive,8.8735214,1949.0,4.059,9.76577
TIC 186599508,tess,false_positive,5.6318074,1186.1481873,3.4553092,9.76636
TIC 458478250,tess,transit,2.2552845,20820.0,2.05,9.76703
TIC 153949511,tess,false_positive,,1405.9675071,4.6,9.76775
TIC 128501004,tess,false_positive,0.78999,5750.0,1.153,9.76952
TIC 370759867,tess,false_positive,,8410.0,4.23,9.76978
TIC 446616059,tess,false_positive,3.1072375,737.0,4.485,9.77017
TIC 142381532,tess,transit,38.8135498,9593.0,5.944,9.7722
TIC 341729521,tess,false_positive,8.4134856,17479.6053306,3.5568334,9.7727
TIC 40292751,tess,transit,12.7791964,3008.0,5.242,9.77301
TIC 354400186,tess,false_positive,9.07768,19171.9,2.78,9.7745
TIC 25375553,tess,transit,2.3109689,6829.4236495,3.4303821,9.77486
TIC 188876052,tess,transit,3.076329,9490.8396842,3.9016058,9.7758
TIC 44792534,tess,transit,3.68497,2070.0,4.536,9.77919
TIC 303055194,tess,false_positive,1.7615631,1050.0,1.171,9.78095
TIC 327011842,tess,false_positive,0.783879,274.5156373,1.4870966,9.7828
TIC 178959058,tess,false_positive,5.4468377,842.0,3.303,9.783
TIC 237185205,tess,false_positive,15.7335693,2540.0,3.288,9.7831
TIC 349373192,tess,false_positive,0.76983,160.192,2.774,9.7839
TIC 392476080,tess,transit,0.67249,7890.0,1.801,9.78569
TIC 366074069,tess,false_positive,4.1812866,4280.0,4.394,9.78876
TIC 47911178,tess,transit,3.5857076,11813.302926,2.7072065,9.79059
TIC 50309953,tess,false_positive,7.04083,1580.0,2.979,9.7906
TIC 237808867,tess,false_positive,0.56708,980.0,1.253,9.792
TIC 142918609,tess,false_positive,14.5378,4040.0,6.826,9.7925
TIC 58542531,tess,transit,3.057524,1117.9638175,1.3790503,9.794
TIC 405794804,tess,false_positive,1.44127,2750.0,2.605,9.79455
TIC 146208651,tess,false_positive,6.5197781,1290.149756,2.63,9.796
TIC 384744828,tess,false_positive,3.0421334,2054.3050277,1.5964685,9.8062
KIC 5111801,kepler,variable,0.562006231,14.2,3.496,9.807
TIC 64836837,tess,false_positive,10.9115374,1039.0,3.269,9.8115
TIC 159418353,tess,transit,8.3033493,571.0,1.705,9.812
TIC 308919449,tess,false_positive,1.6563738,246.0,1.741,9.8146
KIC 7779942,kepler,variable,19.7959731,334.0,5.342,9.816
TIC 400595342,tess,false_positive,3.6404389,476.3077321,2.5339234,9.8174
TIC 22843856,tess,false_positive,1.8497201,5750.0,1.757,9.8203
TIC 293687315,tess,transit,2.8716983,8568.0,4.668,9.823
TIC 9828416,tess,transit,6.2099619,4090.0,4.49,9.8251
TIC 190430205,tess,false_positive,1.06884,470.0,2.512,9.8261
TIC 127425841,tess,false_positive,1.5166573,1590.0,1.607,9.83204
TIC 49687222,tess,false_positive,20.186539,1006.041833,1.866565,9.8343
KIC 8848288,kepler,eclipse,5.56648691,694.9,10.931,9.837
TIC 141985686,tess,false_positive,3.1291319,680.0,1.993,9.83993
TIC 353367071,tess,false_positive,2.37532,1940.0,2.957,9.84095
TIC 326470400,tess,false_positive,736.5528811,1432.0,4.735,9.8447
TIC 199688472,tess,false_positive,1.4412175,12927.0,1.666,9.84566
TIC 55525572,tess,transit,83.8962434,1217.6723245,13.0330846,9.8467
TIC 165987272,tess,transit,7.8456075,7020.0,5.892,9.8469
TIC 169081296,tess,transit,16.2385246,684.9090611,3.2716962,9.85155
TIC 157236902,tess,transit,,13520.0,12.002,9.85277
TIC 207501148,tess,false_positive,,4111.2234826,4.4875335,9.85317
TIC 119584412,tess,transit,10.6439385,1240.0,2.713,9.85623
TIC 393911494,tess,false_positive,0.6332593,1191.4597195,0.8622011,9.85649
TIC 362220495,tess,false_positive,165.0031583,2976.5490435,5.0545903,9.863
TIC 231670397,tess,transit,4.0872956,3572.1712499,5.586113,9.8638
TIC 354600221,tess,false_positive,1.41853,560.0,2.728,9.867621
TIC 458857720,tess,false_positive,1.30924,3370.0,2.535,9.8678
TIC 285542903,tess,false_positive,2.2657506,388.0,3.419,9.8722
TIC 61098812,tess,transit,3.6935997,8580.4318905,4.466185,9.87229
TIC 185405474,tess,false_positive,1.56029,1690.0,2.751,9.87278
TIC 449050248,tess,false_positive,2.96844,13028.0,3.663,9.87405
TIC 258402425,tess,false_positive,0.67554,680.0,0.922,9.87437
TIC 278348461,tess,transit,5.4526479,7750.0,3.401,9.87463
TIC 52041724,tess,false_positive,35.4028219,12666.0,4.221,9.87542
TIC 160708862,tess,transit,3.3448312,13626.0,3.322,9.8787
TIC 138168780,tess,transit,3.7649949,14735.0,2.642,9.88278
TIC 115446313,tess,false_positive,4.9707023,487.0,2.586,9.88372
TIC 15247229,tess,false_positive,8.5112,4172.76,3.486,9.886581
KIC 11231334,kepler,eclipse,4.15743922,1472.0,9.572,9.887
TIC 250386181,tess,false_positive,1.470258,2700.0,1.126,9.89377
TIC 62530991,tess,false_positive,4.0266483,754.0,2.312,9.8961
TIC 233684822,tess,false_positive,4.6756655,738.0,1.914,9.89947
TIC 170729775,tess,transit,16.6542431,10168.0,7.792,9.8999
TIC 201248411,tess,transit,0.980972,6178.392421,0.5405036,9.9005
TIC 9837861,tess,false_positive,0.6565741,423.0,1.908,9.9021
TIC 136848581,tess,false_positive,2.6400663,1328.0,3.368,9.90482
TIC 150151262,tess,transit,84.83869,1020.0,5.194,9.9059
TIC 144956678,tess,false_positive,1.5136003,745.1393405,2.4400695,9.9071
TIC 158916431,tess,false_positive,5.8924856,4530.0,3.134,9.9094
TIC 137906197,tess,transit,7.3377236,795.0,4.243,9.91008
TIC 220396259,tess,false_positive,0.91677,276.272,1.337,9.9124
TIC 388624270,tess,false_positive,14.2628757,913.2067174,6.9350494,9.9138
TIC 17005768,tess,false_positive,6.8424983,8029.880305,3.3079378,9.9176
TIC 377290815,tess,false_positive,0.798,190.0,0.679,9.91892
TIC 103633434,tess,transit,3.4447015,796.0,1.912,9.91924
TIC 289539327,tess,false_positive,11.2464616,7576.0,7.391,9.92402
TIC 9006668,tess,transit,1.2730965,414.0,1.48,9.926601
TIC 370877263,tess,false_positive,15.9865412,1451.0,1.636,9.927
KIC 3967501,kepler,eclipse,43.0759115,3452.0,90.95,9.927
TIC 376838000,tess,false_positive,2.1679,560.0,1.39,9.9272
TIC 12421862,tess,transit,10.2152025,960.5475682,2.3476219,9.92801
TIC 408636441,tess,transit,18.8500438,2610.0,3.407,9.92838
TIC 461662295,tess,false_positive,10.2558,5740.0,5.088,9.92871
TIC 434100688,tess,false_positive,1825.048364,2576.0,3.62,9.9309
KIC 3544595,kepler,transit,4.72674037,273.1,2.9267,9.931
KIC 5732636,kepler,variable,32.245486,93.6,13.86,9.931
TIC 365733349,tess,transit,2.6998294,2798.0,2.208,9.93119
TIC 460205581,tess,transit,8.3249172,4535.0,1.406,9.9322
TIC 99224131,tess,transit,2.6915408,7265.0,3.986,9.93225
TIC 229742722,tess,transit,63.4839358,5357.0,5.457,9.93689
TIC 466382581,tess,transit,5.3829728,1078.0,1.382,9.937
TIC 237232044,tess,transit,23.5407467,956.0,4.025,9.9377
TIC 455135327,tess,transit,2.8106013,10912.6752583,2.2499254,9.93908
TIC 83210867,tess,false_positive,1.1967018,824.0,1.879,9.94025
TIC 295599256,tess,false_positive,7.1439527,11592.5273803,1.7937093,9.941
TIC 305424003,tess,transit,4.584911,2101.0682794,5.2493974,9.9444
TIC 233087860,tess,transit,5.7484439,1041.0,1.76,9.9469
TIC 118021229,tess,false_positive,0.88501,820.279,1.622,9.947331
TIC 312469860,tess,false_positive,0.50261,1120.0,1.127,9.9475
TIC 258777137,tess,false_positive,5.9294088,10226.0,2.933,9.9478
TIC 55452495,tess,false_positive,17.7082945,2341.0,3.449,9.9524
TIC 167031605,tess,false_positive,2.7809,2990.0,1.803,9.9534
KIC 5790807,kepler,eclipse,79.99623328,24383.5,6.3339,9.954
TIC 71841620,tess,transit,5.084334,5787.6432946,5.0844391,9.9543
TIC 367855829,tess,false_positive,85.4244796,1134.2233028,3.6658465,9.9558
TIC 371673488,tess,false_positive,0.8165295,468.0,2.294,9.95717
TIC 131081852,tess,false_positive,13.2735914,21146.5262939,6.6959309,9.957501
KIC 9941662,kepler,transit,1.763587535,4590.6,3.16877,9.958
TIC 233541860,tess,false_positive,0.2666485,230.0,1.075,9.9592
TIC 20096620,tess,transit,2.9164004,7257.7025481,3.28681,9.9596
TIC 302814895,tess,false_positive,8.6800186,870.0,2.41,9.96017
TIC 281731203,tess,transit,11.6332127,3480.0,5.081,9.9623
TIC 349786918,tess,false_positive,2.9663389,192.3691435,4.3486787,9.9676
TIC 230982885,tess,transit,2.0727598,14761.0,2.619,9.9696
TIC 250977648,tess,transit,4.6080854,435.5578168,8.9037215,9.9735
TIC 255851356,tess,false_positive,2.4018591,655.0,3.471,9.9747
TIC 266843799,tess,false_positive,0.8062768,660.0,1.963,9.9747
TIC 219338557,tess,false_positive,8.1996639,866.9104696,1.928811,9.9762
TIC 425561347,tess,transit,5.7772122,1470.3821261,2.56341,9.977
TIC 274942910,tess,false_positive,1.0793011,1562.0,2.196,9.9809
TIC 8767448,tess,transit,4.3532339,10270.0,3.869,9.98111
TIC 279212407,tess,false_positive,28.6620782,2600.0,4.351,9.98272
TIC 67926921,tess,false_positive,3.566276,3870.0,4.197,9.9841
TIC 326114850,tess,false_positive,1.2456423,691.0,1.354,9.98645
TIC 232982558,tess,transit,27.6438617,560.0,5.321,9.98671
TIC 308050066,tess,false_positive,11.1755425,7873.0,5.482,9.99028
TIC 303432813,tess,transit,23.4428912,1623.0,4.392,9.9909
